word,reading,meanings,level,example_ja,example_en
預ける,あずける,to give into custody; to entrust; to deposit,N3,フロントに預けるといいよ。,You had better check them at the front desk.
幼い,おさない,very young; childish,N3,アンは幼い少女です。,Ann is a little girl.
容易,ようい,easy; simple; plain,N3,減量は容易くない。,Losing weight isn't easy.
曜日,ようび,day of the week,N3,土曜日だよ。,It is Saturday.
様,よう,way; manner; kind,N3,お気の毒様。,I am sorry for you.
様々,さまざま,varied; various,N3,彼の庭はいつも様々な花が咲く。,Many kinds of flowers always come out in his garden.
様子,ようす,aspect; state; appearance,N3,様子を見て来て。,Go check on things.
用いる,もちいる,to use; to make use of,N3,イギリス人が用いる表現はたくさんある。,There are a lot of expressions used by English people.
用心,ようじん,care; precaution; guarding; caution,N3,用心しなさい。,Take care.
要するに,ようするに,in a word; after all; the point is ..; in short ..,N3,要するに人生は短い。,"In a word, life is short."
要求,ようきゅう,request; demand; requisition,N3,要求は認められた。,The request was granted.
要素,ようそ,element,N3,教育は重要な要素である。,Education is a critical element.
要点,ようてん,gist; main point,N3,本の要点を抜粋した。,I made an abstract of a book.
陽気,ようき,season; weather; cheerfulness,N3,彼は陽気に笑った。,He laughed a merry laugh.
浴びる,あびる,to bathe; to bask in the sun; to shower,N3,シャワーを浴びる。,I'm taking a shower.
翼,つばさ,wings,N3,鳥は翼で飛ぶ。,Birds fly with their wings.
裸,はだか,naked; nude,N3,王様は裸だ！,The king is naked!
来,らい,for (10 days); next (year),N3,来て下さい。,Please come.
頼る,たよる,to rely on; to have recourse to; to depend on,N3,彼に頼るな。,Don't rely on him.
雷,かみなり,thunder,N3,避雷針って何？,What's a lightning rod?
嵐,あらし,storm; tempest,N3,嵐は静まった。,The storm has died down.
利益,りえき,profits; gains; (political; economic) interest,N3,利益は税金抜きですか。,Are the profits exclusive of taxes?
利口,りこう,clever; shrewd; bright; sharp; wise; intelligent,N3,お利口さんね。,You're a good boy.
履く,はく,to wear; to put on (lower body),N3,木靴を履くのが好きだ。,I like to wear clogs.
理解,りかい,understanding; comprehension,N3,理解できるよ。,I can understand it.
理想,りそう,ideal,N3,彼は私の理想の人よ。,He is my Mr Right.
裏切る,うらぎる,to betray; to turn traitor to; to double-cross,N3,友達の信頼を決して裏切るな。,Never betray the trust of your friends.
離す,はなす,to part; divide; separate,N3,手を離すなよ。,Don't let go.
離れる,はなれる,to be separated from; to leave; to go away; to be a long way off,N3,今夜、東京を離れるよ。,I'll leave Tokyo tonight.
離婚,りこん,divorce,N3,離婚するの？,Are you getting divorced?
陸,りく,six (used in legal documents),N3,陸が見えてきた。,Land came in sight.
率,りつ,rate; ratio; proportion; percentage,N3,軽率でした。,I was careless.
立ち上がる,たちあがる,to stand up,N3,立ち上がるの手伝って。,Help me up.
立場,たちば,standpoint; position; situation,N3,私の立場になってくれ。,Please put yourself in my place.
立派,りっぱ,splendid; fine; handsome; elegant; imposing; prominent; legal; legitimate,N3,立派ですね。,It's magnificent.
流す,ながす,to drain; to float; to shed (blood; tears); to cruise (e.g. taxi),N3,電線は電気を流す。,Wires carry electricity.
流れ,ながれ,stream; current,N3,河童の川流れ。,The best swimmers are oftenest drowned.
流れる,ながれる,to stream; to flow; to run (ink); to be washed away,N3,水は低きに流れる。,Water finds its own level.
流行,りゅうこう,fashionable; fad; in vogue; prevailing,N3,流行を追うな。,Don't follow fashion.
留める,とめる,to fasten; to turn off; to detain,N3,彼が言ったことなど気に留めるな。,Don't take any notice of what he said.
留学,りゅうがく,studying abroad,N3,私は留学したい。,I want to study abroad.
旅,たび,travel; trip; journey,N3,旅は道連れ。,Good company on the road is the shortest cut.
両替,りょうがえ,change; money exchange,N3,両替所はどこですか。,Where is the money exchange counter?
料金,りょうきん,fee; charge; fare,N3,往復切符の料金は？,What's the round-trip fare?
量,りょう,quantity; amount; volume; portion (of food),N3,減量中なの？,Are you losing weight?
輪,わ,ring; hoop; circle,N3,指輪がない。,My ring is gone.
涙,なみだ,tear,N3,涙を拭いて。,Wipe your tears.
例,れい,instance; example; case,N3,これは例文です。,This is an example sentence.
冷静,れいせい,calm; composure; coolness; serenity,N3,冷静になれ！,Keep your hair on!
礼,れい,expression of gratitude,N3,どうも失礼。,I'm sorry.
礼儀,れいぎ,manners; courtesy; etiquette,N3,彼女は礼儀正しい。,She has fine manners.
列,れつ,queue; line; row,N3,参列したい。,I want to attend.
列車,れっしゃ,train (ordinary),N3,列車が来たよ。,The train's here.
劣る,おとる,to fall behind; to be inferior to,N3,この点で私は彼に劣る。,I fall behind him in this respect.
恋,こい,love; tender passion,N3,恋がしたい。,I want to love.
恋人,こいびと,lover; sweetheart,N3,恋人よ、我に帰れ。,"Lover, come back to me."
練習,れんしゅう,practice,N3,練習は熟達の道。,Practice makes perfect.
連れ,つれ,companion; company,N3,旅は道連れ。,Good company on the road is the shortest cut.
連想,れんそう,association (of ideas); suggestion,N3,緑は草を連想させる。,Green is associated with grass.
連続,れんぞく,serial; consecutive; continuity; continuing,N3,３日連続して雨が降った。,It rained three days on end.
労働,ろうどう,manual labor; toil; work,N3,彼は重労働に向いている。,He is cut out for hard work.
老い,おい,old age; old person; the old; the aged,N3,彼は年老いた。,He grew old.
老人,ろうじん,the aged; old person,N3,老人が車にひかれた。,The old man was run over by a car.
論じる,ろんじる,to argue; to discuss; to debate,N3,彼女は単に議論のために論じる。,She argues just for the sake of arguing.
論争,ろんそう,controversy; dispute,N3,ビルは論争が巧みだ。,Bill is skillful in arguing and debating.
論文,ろんぶん,thesis; essay; treatise; paper,N3,彼の論文は申し分ない。,His thesis leaves nothing to be desired.
話し合う,はなしあう,to discuss; to talk together,N3,明日トムと話し合うよ。,I'll talk to Tom tomorrow.
話題,わだい,topic; subject,N3,話題変えよう。,Let's change the topic.
脇,わき,side,N3,脇腹が少し痛い。,I have a slight pain in my side.
湾,わん,bay; gulf; inlet,N3,台湾は国です。,Taiwan is a country.
埃,ほこり,dust,N3,机は埃まみれだ。,Dust covers the desk.
罹る,かかる,to suffer from,N3,,
籠,かご,basket; cage,N3,籠の中には何もない。,There's nothing in the basket.
贅沢,ぜいたく,luxury; extravagance,N3,トムは贅沢三昧だ。,Tom lives in the lap of luxury.
轢く,ひく,to run somebody over (with vehicle); to knock someone down,N3,,
